帖子ID,标题,类型,评论用户,UID,评论时间,TID,评论内容
29859481,微赞论坛最近火爆，dz彻底沦为鸡肋?,求助,crx349,991621,2016-2-23 23:19:03,29574716,<td class="t_f" id="postmessage_29574716">微赞是微信公共平台 和 论坛啥关系？</td>
29859481,微赞论坛最近火爆，dz彻底沦为鸡肋?,求助,米米米线,2539225,2016-2-24 08:24:19,29574739,<td class="t_f" id="postmessage_29574739"><div class="quote"><blockquote><font color="#999999">crx349 发表于 2016-2-23 23:19</font><font color="#999999">微赞是微信公共平台 和 论坛啥关系？</font></div>它就是功能强大的移动论坛啊！大家的公众号一接入微赞，你认为还有谁上你的dz论坛？<img alt="" border="0" smilieid="126" src="static/image/smiley/default/shutup.gif"/>人家是移动论坛，功能比dz强大百倍。你觉得还有人用微社区?</td>
29859481,微赞论坛最近火爆，dz彻底沦为鸡肋?,求助,crx349,991621,2016-2-24 09:34:25,29574755,<td class="t_f" id="postmessage_29574755"><div class="quote"><blockquote><font size="2"><font color="#999999">米米米线 发表于 2016-2-24 08:24</font></a></font>它就是功能强大的移动论坛啊！大家的公众号一接入微赞，你认为还有谁上你的dz论坛？人家是 ...</div>微信登录+论坛吧</td>
29859481,微赞论坛最近火爆，dz彻底沦为鸡肋?,求助,magentoon,1054075,2016-2-24 10:47:00,29574798,<td class="t_f" id="postmessage_29574798">楼主初入社会吧？见风就是雨微信或者QQ空间或者微博，都有一个致使的缺点，就是转载容易。99%的人都喜欢随手分享，结果到处看到一样的东西。人人网为什么没落？本质的原因是人人网的内容基本上都是从微博搬过来的，大家感觉根本没必要去人人网。手机看内容是方便啊，但手机写字超级麻烦吧？你以为火，那只是短时间。微博不是已然不火了么。论坛鸡不鸡肋，不在于市场上有微博还是有微信，而在于作为站长的你，有没有内容交出来！</td>
29859481,微赞论坛最近火爆，dz彻底沦为鸡肋?,求助,magentoon,1054075,2016-2-24 10:51:57,29574802,<td class="t_f" id="postmessage_29574802">还功能比DZ强大百倍，小孩子就喜欢胡说八道作为互动程序，DZ是最强的电脑版最强，手机版同样非常强。比贴吧那种原始程序强不知道多少之前只有PC时代，DZ把电脑版的模板做得非常到位，菜鸟都能建论坛当站长。移动时代，DZ不再包办模板了，手机触屏模板只有少少几个页面，其它全要站长自己动手写。这是门槛，懂一点基础模板代码的站长，能把模板文件全补齐，手机版跟电脑版的功能一样强大。不合格的站长在手机模板上就没办法了，被淘汰是很自然的。站长的基本能力差就补不齐手机版的模板，使很多功能在手机上用不了，并不表示DZ的手机版功能差。功能都在，只缺模板而已，这是两个完全不同的概念。</td>
29859481,微赞论坛最近火爆，dz彻底沦为鸡肋?,求助,magentoon,1054075,2016-2-24 10:57:35,29574804,<td class="t_f" id="postmessage_29574804"><i class="pstatus"> 本帖最后由 magentoon 于 2016-2-24 10:59 编辑 </i>我倒希望DZ一直是这种懒懒散散的状态，手机模板就这么残缺不全的，可以淘汰掉一大批本来就不合格的站长，减少垃圾论坛，也减少竞争。正规论坛如果想认真做，就算自己不懂模板，也会花钱请人写。只有那些瞎搞搞的菜鸟既不会自己写模板，又不愿花钱请人写，还整天牢骚DZ怎么没以前那么体贴了。</td>
29859481,微赞论坛最近火爆，dz彻底沦为鸡肋?,求助,云中√飞鹰,2007854,2016-2-24 13:33:56,29574890,<td class="t_f" id="postmessage_29574890">你说的微赞地址是什么？举例子，我看看啊</td>
29859481,微赞论坛最近火爆，dz彻底沦为鸡肋?,求助,carrysmz,1968663,2016-2-24 18:19:40,29575037,<td class="t_f" id="postmessage_29575037">这广告打的，我给9分</td>
29859481,微赞论坛最近火爆，dz彻底沦为鸡肋?,求助,我不是泡沫,3090502,2020-7-21 17:07:04,29859481,作者被禁止或删除 内容自动屏蔽
29856934,推荐DiscuzQ的大好机会，不会就这样浪费了吧？,求助,wellonewj,464615,2020-2-6 09:44:41,29850216,[, '现在正值全民在家办公隔离的时期，DiscuzQ顺势推出应该会大热啊，这样的机会难道要这样浪费了？', , ]
29856934,推荐DiscuzQ的大好机会，不会就这样浪费了吧？,求助,bgy,301260,2020-2-6 11:09:55,29850218,<td class="t_f" id="postmessage_29850218">期待晚上后的Q版</td>
29856934,推荐DiscuzQ的大好机会，不会就这样浪费了吧？,求助,bigtotoro,2953035,2020-2-6 12:17:02,29850221,<td class="t_f" id="postmessage_29850221"><div class="quote"><blockquote><font size="2"><font color="#999999">bgy 发表于 2020-2-6 11:09</font></a></font>期待晚上后的Q版</div>你的论坛都没人更新了。。怎么手机版也没有，模板也不改一下</td>
29856934,推荐DiscuzQ的大好机会，不会就这样浪费了吧？,求助,globetour,848122,2020-2-6 12:20:31,29850222,<td class="t_f" id="postmessage_29850222"><div class="quote"><blockquote><font color="#999999">bgy 发表于 2020-2-6 11:09</font><font color="#999999">期待晚上后的Q版</font></div>晚上出新版吗</td>
29856934,推荐DiscuzQ的大好机会，不会就这样浪费了吧？,求助,evilvoy,730059,2020-2-6 14:37:15,29850225,<td class="t_f" id="postmessage_29850225">慢点出来啊  我们还在封村呢</td>
29856934,推荐DiscuzQ的大好机会，不会就这样浪费了吧？,求助,tkre,262006,2020-2-6 15:44:38,29850232,<td class="t_f" id="postmessage_29850232"><div class="quote"><blockquote><font size="2"><font color="#999999">bgy 发表于 2020-2-6 11:09</font></a></font>期待晚上后的Q版</div>阿里云查备案不严吗大佬？</td>
29856934,推荐DiscuzQ的大好机会，不会就这样浪费了吧？,求助,长话短说,3122794,2020-5-26 16:14:07,29856880,作者被禁止或删除 内容自动屏蔽
29856934,推荐DiscuzQ的大好机会，不会就这样浪费了吧？,求助,冷凰月,3121770,2020-5-26 16:54:43,29856885,<td class="t_f" id="postmessage_29856885"><div class="quote"><blockquote><font size="2"><font color="#999999">长话短说 发表于 2020-5-26 16:14</font></a></font>体验了一波dzq，然后发现现在这类的产品有点多，还有担心数据转换的问题，discuzX与discuzq，属于两款产品 ...</div>问题是还有两边的转化吧，在这里的人手上的站点都用的是discuz</td>
29856934,推荐DiscuzQ的大好机会，不会就这样浪费了吧？,求助,WXH_DTMFf,2950320,2020-5-26 18:29:04,29856891,<td class="t_f" id="postmessage_29856891"><img alt="" border="0" smilieid="1" src="static/image/smiley/default/smile.gif"/></td>
29856934,推荐DiscuzQ的大好机会，不会就这样浪费了吧？,求助,长话短说,3122794,2020-5-27 15:47:13,29856934,作者被禁止或删除 内容自动屏蔽
29859480,推荐DiscuzQ的大好机会，不会就这样浪费了吧？,求助,长话短说,3122794,2020-6-1 17:21:12,29857238,作者被禁止或删除 内容自动屏蔽
29859480,推荐DiscuzQ的大好机会，不会就这样浪费了吧？,求助,我不是泡沫,3090502,2020-6-12 13:36:21,29857845,作者被禁止或删除 内容自动屏蔽
29859480,推荐DiscuzQ的大好机会，不会就这样浪费了吧？,求助,我不是泡沫,3090502,2020-6-12 14:00:55,29857847,作者被禁止或删除 内容自动屏蔽
29859480,推荐DiscuzQ的大好机会，不会就这样浪费了吧？,求助,我不是泡沫,3090502,2020-7-2 10:49:01,29858796,作者被禁止或删除 内容自动屏蔽
29859480,推荐DiscuzQ的大好机会，不会就这样浪费了吧？,求助,我不是泡沫,3090502,2020-7-21 15:44:51,29859480,作者被禁止或删除 内容自动屏蔽
29859479,这种是什么插件，谁有名字呀,求助,5353533,3112953,2020-7-21 11:54:08,29859469,[, '感谢感谢感谢']
29859479,这种是什么插件，谁有名字呀,求助,crx349,991621,2020-7-21 13:27:21,29859470,<td class="t_f" id="postmessage_29859470">签到插件 和 论坛统计信息 并不一定是插件哦</td>
29859479,这种是什么插件，谁有名字呀,求助,5353533,3112953,2020-7-21 13:59:44,29859473,<td class="t_f" id="postmessage_29859473"><div class="quote"><blockquote><font size="2"><font color="#999999">crx349 发表于 2020-7-21 13:27</font></a></font>签到插件 和 论坛统计信息 并不一定是插件哦</div>这种自己可以做出来嘛</td>
29859479,这种是什么插件，谁有名字呀,求助,crx349,991621,2020-7-21 15:31:27,29859479,<td class="t_f" id="postmessage_29859479"><div class="quote"><blockquote><font size="2"><font color="#999999">5353533 发表于 2020-7-21 13:59</font></a></font>这种自己可以做出来嘛</div>可以自己做出来的</td>
29859475,如何在浏览器上显示帖子标题,已解决,q198984931,2026130,2015-2-8 05:33:18,29261778,[, '跟discuz官方论坛一样，浏览某个帖子是，在浏览器顶部显示出帖子的标题像下图这样，因为我发现搜索引擎搜索出现的连接标题就是这个，所以改掉这个的话应该更有助于收率', , , , , , , , , , , , ]
29859475,如何在浏览器上显示帖子标题,已解决,DZ动力1005,2737745,2015-2-8 09:04:57,29261831,<td class="t_f" id="postmessage_29261831">打开帖子后帖子标题自动就会显示在浏览器标题栏上的，默认就是这样的。</td>
29859475,如何在浏览器上显示帖子标题,已解决,甜蜜�J果,3126055,2020-7-21 15:09:41,29859475,作者被禁止或删除 内容自动屏蔽
26418510,站长的伴侣Tools使用教程关键时刻必备工具的使用教程,已解决,风乱流年,1602829,2013-4-16 21:47:11,26369370,[, <script type="text/javascript">replyreload += ',' + 26369370;</script>, <i class="pstatus"> 本帖最后由 风乱流年 于 2013-4-16 21:50 编辑 </i>, , , <div class="quote"><blockquote><div align="left"><div align="left">              本教程由<a href="http://www.discuzlab.com/" target="_blank">Discuz!<font face="宋体">实验室</font></a>：风乱流年首发                转载请注明出处<a href="http://www.discuzlab.com/thread-461-1-1.html" target="_blank">http://discuzlab.com/thread-461-1-1.html</a>，谢谢<font face="Tahoma">!</font>                站长学习交流<font face="Tahoma">QQ</font><font face="宋体">群：</font><font face="Tahoma">12253679</font></div></div></div>, , , <div align="left"><div align="left">Tools<font face="宋体">作为站长在遇到网站重大数据，管理权限不可或缺的问题的时候可以有效解决站长的困难</font>虽然<font face="Tahoma">TA</font><font face="宋体">以</font><a href="http://www.discuzlab.com/forum-47-1.html" target="_blank">插件</a>的形式安装，但是不通过插件安装也可使用安装方法很简单，官方下载<font face="Times New Roman">tools</font><font face="宋体">：</font><a href="http://www.discuz.net/thread-2809115-1-1.html" target="_blank">http://www.discuz.net/thread-2809115-1-1.html</a>已经为大家转为PDF格式下载阅读有钱的可以给个钱场：<font face="Tahoma"> </font>没钱的可以给个人场：<div class="locked">游客，如果您要查看本帖隐藏内容请<a href="forum.php?mod=post&amp;action=reply&amp;fid=2&amp;tid=3249780" onclick="showWindow('reply', this.href)">回复</a></div>目录：一、安装<div align="left">二、使用 <div align="left">三、后台的使用：</div></div></div></div>]
26418510,站长的伴侣Tools使用教程关键时刻必备工具的使用教程,已解决,水分子,415077,2013-4-16 21:48:56,26369376,<td class="t_f" id="postmessage_26369376">沙发</td>
26418510,站长的伴侣Tools使用教程关键时刻必备工具的使用教程,已解决,魔涵larry,1979401,2013-4-16 22:18:56,26369542,<td class="t_f" id="postmessage_26369542">前排！</td>
26418510,站长的伴侣Tools使用教程关键时刻必备工具的使用教程,已解决,1314学习网,1571450,2013-4-17 10:16:42,26370941,<td class="t_f" id="postmessage_26370941">前排。。。。</td>
26418510,站长的伴侣Tools使用教程关键时刻必备工具的使用教程,已解决,kkj688,757597,2013-4-18 19:48:24,26378679,<td class="t_f" id="postmessage_26378679">afa das d<img alt="" border="0" smilieid="8" src="static/image/smiley/default/shy.gif"/></td>
26418510,站长的伴侣Tools使用教程关键时刻必备工具的使用教程,已解决,ヤ���Eペ・ペ,2062581,2013-4-19 13:08:39,26381163,<td class="t_f" id="postmessage_26381163">升级后门户变空白了现在想用tools恢复 不知道行不行 = =</td>
26418510,站长的伴侣Tools使用教程关键时刻必备工具的使用教程,已解决,lhdq,864460,2013-4-20 19:19:27,26386435,<td class="t_f" id="postmessage_26386435"><img alt="" border="0" smilieid="8" src="static/image/smiley/default/shy.gif"/><img alt="" border="0" smilieid="8" src="static/image/smiley/default/shy.gif"/><img alt="" border="0" smilieid="8" src="static/image/smiley/default/shy.gif"/>学习了</td>
26418510,站长的伴侣Tools使用教程关键时刻必备工具的使用教程,已解决,神龙殿社区,2182634,2013-4-20 20:24:36,26386673,<td class="t_f" id="postmessage_26386673">支持啊</td>
26418510,站长的伴侣Tools使用教程关键时刻必备工具的使用教程,已解决,kw178,957134,2013-4-20 20:34:40,26386730,<td class="t_f" id="postmessage_26386730"><img alt="" border="0" smilieid="3" src="static/image/smiley/default/biggrin.gif"/><img alt="" border="0" smilieid="3" src="static/image/smiley/default/biggrin.gif"/><img alt="" border="0" smilieid="3" src="static/image/smiley/default/biggrin.gif"/></td>
26418510,站长的伴侣Tools使用教程关键时刻必备工具的使用教程,已解决,小包公,2098827,2013-4-27 20:36:05,26418510,<td class="t_f" id="postmessage_26418510">编辑区出现乱码，不知道这个能否解决</td>
26453174,站长的伴侣Tools使用教程关键时刻必备工具的使用教程,已解决,白衣酷男,1484438,2013-4-27 20:40:44,26418528,[, '学习一下 谢谢']
26453174,站长的伴侣Tools使用教程关键时刻必备工具的使用教程,已解决,meme152,2197440,2013-4-28 18:21:29,26423069,<td class="t_f" id="postmessage_26423069">捧场来了.....................</td>
26453174,站长的伴侣Tools使用教程关键时刻必备工具的使用教程,已解决,4947046,1472903,2013-4-28 22:56:46,26424291,<td class="t_f" id="postmessage_26424291">这个要看看。</td>
